POI-Scenic-List v1.3 update by 2020-06-05 Attribution: heweather.com,,,,,,,,,,,,
POI_ID,POI_Name_EN,景区名称,POI_Latitude,POI_Longitude,Country_code,Country_EN,国家名称,Location_ID,Adm1_EN,一级行政区划(Adm1),Adm2_EN,二级行政区划(Adm2)
10103010015A,Guyi Street,估衣街,39.14,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10103010016A,Tianjin Old City Museum,天津老城博物馆,39.14,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10103010017A,Tianjin Folk Museum,天津民俗博物馆,39.14,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10103010018A,Tianjin Museum of Theatre,天津戏剧博物馆,39.14,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10104010001A,Watson Park Golden Cake Magic Kingdom,华生园金色蛋糕梦幻王国,29.46,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010002A,Nanhai Hot Spring Park,南海温泉公园,29.36,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010005A,Gate of the State of Ba,巴国城,29.5,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010006A,Tianci Hot Spring,天赐温泉,29.51,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010007A,Drunk Garden,天醉园,29.31,106.3,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010008A,Baishiyi Forest Park of Chongqing,重庆白市驿森林公园,29.46,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010016A,Haishi Park,海石公园,29.69,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010017A,Ronghui Hot Spring,融汇温泉,29.54,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010018A,Former Residence of Zhang Zhizhong,张治中旧居,29.6,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010019A,Former Residence of Feng Yuxiang in Chongqing,重庆冯玉祥旧居,29.6,106.3,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010020A,Former Residence of Guo Moruo in Chongqing,重庆郭沫若旧居,29.59,106.4,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010024A,Eling Park,鹅岭公园,29.54,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010025A,Fangtawild Sci-fi Theme Park,金源方特科幻公园,29.55,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010026A,Chinese Democratic Parties History Museum,中国民主党派历史陈列馆,29.56,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010027A,Hongyan Revolutionary Memorial Hall of Chongqing,重庆红岩革命纪念馆,29.55,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010028A,Hongya Cave of Chongqing,重庆洪崖洞,29.56,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010029A,Huguang Guild Hall of Chongqing,重庆湖广会馆,29.55,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010030A,People’s Square of Chongqing,重庆人民广场,29.56,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010031A,Chongqing Planning Exhibition Gallery,重庆市规划展览馆,29.56,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010032A,People’s Great Hall of Chongqing,重庆市人民大礼堂,29.56,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10104010033A,China Three Gorges Museum in Chongqing,重庆中国三峡博物馆,29.56,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10105010103A,Helongjiang Museum,黑龙江省博物馆,45.75,126.64,CN,China,中国,101050101,Heilongjiang,黑龙江,Haerbin,哈尔滨
10105010104A,Window of Eurasia Theme Park,欧亚之窗公园,45.7,126.6,CN,China,中国,101050101,Heilongjiang,黑龙江,Haerbin,哈尔滨
10105010105A,Sophia Square,索菲亚广场,45.77,126.62,CN,China,中国,101050101,Heilongjiang,黑龙江,Haerbin,哈尔滨
10105010106A,Deyang Confucius Temple,文庙,45.77,126.67,CN,China,中国,101050101,Heilongjiang,黑龙江,Haerbin,哈尔滨
10105010801A,Huazi Mountain Geopark,铧子山地质公园,46.09,128.64,CN,China,中国,101050108,Heilongjiang,黑龙江,Haerbin,哈尔滨
10105011201A,Longfeng Mountain Scenic Attraction,龙凤山风景名胜区,44.73,127.59,CN,China,中国,101050112,Heilongjiang,黑龙江,Haerbin,哈尔滨
10106080301A,Chagan Lake,查干湖,45.2,124.36,CN,China,中国,101060803,Jilin,吉林,Songyuan,松原
10106090101A,Longshan Lake Scenic Attraction of Baishan City,白山市龙山湖景区,41.64,126.51,CN,China,中国,101060901,Jilin,吉林,Baishan,白山
10106090102A,Changbai Mountain Maze,长白山迷宫,41.8,126.34,CN,China,中国,101060901,Jilin,吉林,Baishan,白山
10106090201A,Baishan Lake Scenic Attraction,白山湖风景区,42.34,127.04,CN,China,中国,101060902,Jilin,吉林,Baishan,白山
10106090202A,Memorial Park of General Yang Jingyu,杨靖宇将军殉国地,42.35,126.76,CN,China,中国,101060902,Jilin,吉林,Baishan,白山
10106090501A,Wangtian’e Mountain Scenic Attraction,望天鹅风景区,41.55,127.94,CN,China,中国,101060905,Jilin,吉林,Baishan,白山
10106090502A,Guoyuan Korean Folk Village of Changbai Korean Autonomous County,长白果园朝鲜族民俗村,41.44,128.23,CN,China,中国,101060905,Jilin,吉林,Baishan,白山
10106090601A,Lushui River National Forest Park,露水河国家森林公园,42.44,127.93,CN,China,中国,101060906,Jilin,吉林,Baishan,白山
10106090602A,Bai Stream Rafting,白溪漂流,42.08,127.64,CN,China,中国,101060906,Jilin,吉林,Baishan,白山
10107010101A,Liaoning Television Tower,辽宁广播电视塔,41.78,123.43,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010102A,Qixing Mountain Scenic Attraction,七星山风景区,42.13,123.34,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010103A,Xinle Remains of Shenyang,沈阳新乐遗址,41.84,123.41,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010104A,Beiling Park,北陵公园,41.85,123.42,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010105A,Fuling Forest Park,福陵森林公园,41.83,123.59,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010106A,Liaoning Provincial Museum,辽宁省博物馆,41.8,123.43,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010107A,Qipan Mountain Scenic Attraction,棋盘山风景区,41.92,123.67,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010108A,Shenyang Aviation Industry Museum,沈飞航空博览园,41.86,123.43,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010109A,Shenyang Palace Museum,沈阳故宫,41.79,123.45,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010110A,Shenyang Strange Slope Scenic Attraction,沈阳怪坡风景区,42.06,123.63,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010111A,Shenyang Mukden Incident Museum,沈阳九·一八历史博物馆,41.83,123.46,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010112A,Shenyang Science Centrum,沈阳科学宫,41.76,123.43,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010113A,Marshal Zhang’s Mansion,张氏帅府,41.79,123.45,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010114A,Shenyang Botanical Park,沈阳市植物园,41.85,123.64,CN,China,中国,101070101,Liaoning,辽宁,Shenyang,沈阳
10107010601A,Fairy Lake of Shenyang,沈阳仙子湖,41.77,122.88,CN,China,中国,101070106,Liaoning,辽宁,Shenyang,沈阳
10107010602A,Xinmin Culture Expo Park,新民文化博览园,42.14,122.78,CN,China,中国,101070106,Liaoning,辽宁,Shenyang,沈阳
10107020101A,Baiyu Mountain Scenic Attraction,白玉山风景名胜区,38.8,121.25,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020102A,Dalian Bangchui Island Hotel Scenic Attraction,大连棒棰岛宾馆景区,38.89,121.7,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020103A,Dalian Forest Zoo,大连森林动物园,38.88,121.61,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020104A,Dalian Modern Museum,大连现代博物馆,38.88,121.58,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020105A,Dalian Natural History Museum,大连自然博物馆,38.87,121.56,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020106A,East Jiguan Mountain Scenic Attraction,东鸡冠山景区,38.83,121.28,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020107A,Guan Xiangying Memorial Hall,关向应纪念馆,39.28,121.93,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020108A,Museum of the Site of Lüshun Prison,旅顺日俄监狱旧址博物馆,38.82,121.26,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020109A,Shengya Ocean World,圣亚海洋世界,38.87,121.57,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020110A,Dalian World Peace Park,世界和平公园,38.78,121.14,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020111A,Dalian Laohutan Ocean Park,大连老虎滩海洋公园,38.87,121.67,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020112A,Jinshitan National Tourist Resort,金石滩国家旅游度假区,39.08,122,CN,China,中国,101070201,Liaoning,辽宁,Dalian,大连
10107020201A,Xianyu Bay Tourist Resort of Dalian,大连仙浴湾旅游渡假区,39.7,121.5,CN,China,中国,101070202,Liaoning,辽宁,Dalian,大连
10107020701A,Dalian Bingyu Tourist Resort,大连冰峪旅游度假区,40.01,122.97,CN,China,中国,101070207,Liaoning,辽宁,Dalian,大连
10107020702A,Clam Island Tourist Resort,蛤蜊岛旅游度假区,39.65,123.03,CN,China,中国,101070207,Liaoning,辽宁,Dalian,大连
10107030101A,Tanggangzi Hot Spring Holiday Resort,汤岗子温泉旅游度假区,41.01,122.91,CN,China,中国,101070301,Liaoning,辽宁,Anshan,鞍山
10107030102A,Anshan Jade Buddha Park,鞍山玉佛苑,41.1,123.01,CN,China,中国,101070301,Liaoning,辽宁,Anshan,鞍山
10107030103A,Qianshan Mountain Scenic Attraction,千山风景名胜区,41.01,123.12,CN,China,中国,101070301,Liaoning,辽宁,Anshan,鞍山
10107030104A,Jade Buddha Mountain Scenic Attraction,玉佛山风景区,41.1,123.02,CN,China,中国,101070301,Liaoning,辽宁,Anshan,鞍山
10107030105A,Anshan Jade Buddha Park,玉佛苑,41.1,123.01,CN,China,中国,101070301,Liaoning,辽宁,Anshan,鞍山
10107040101A,Former Site of Fushun War Criminals Management Center,抚顺战犯管理所旧址,41.88,123.9,CN,China,中国,101070401,Liaoning,辽宁,Fushun,抚顺
10107040102A,Sarhu Scenic Attraction,萨尔浒风景名胜区,41.87,124.1,CN,China,中国,101070401,Liaoning,辽宁,Fushun,抚顺
10107040103A,Marshal Mausoleum,元帅林,41.93,124.3,CN,China,中国,101070401,Liaoning,辽宁,Fushun,抚顺
10107040201A,Harmony National Forest Park,和睦国家森林公园,41.76,124.7,CN,China,中国,101070402,Liaoning,辽宁,Fushun,抚顺
10107040202A,Hetuala City,赫图阿拉城,41.7,124.86,CN,China,中国,101070402,Liaoning,辽宁,Fushun,抚顺
10107040203A,Monkey Stone National Forest Park,猴石国家森林公园,41.67,124.5,CN,China,中国,101070402,Liaoning,辽宁,Fushun,抚顺
10107040301A,Red River Valley Rafting,红河峡谷漂流,41.97,124.91,CN,China,中国,101070403,Liaoning,辽宁,Fushun,抚顺
10107050101A,Benxi Water Cave,本溪水洞,41.3,124.08,CN,China,中国,101070501,Liaoning,辽宁,Benxi,本溪
10107050102A,Guanmen Mountain National Forest Park,关门山国家森林公园,41.13,124.15,CN,China,中国,101070501,Liaoning,辽宁,Benxi,本溪
10107050401A,Wangtian Karst Cave,望天洞,41.19,125.26,CN,China,中国,101070504,Liaoning,辽宁,Benxi,本溪
10107050402A,Daya River Rafting,大雅河漂流,41.16,125.09,CN,China,中国,101070504,Liaoning,辽宁,Benxi,本溪
10107050403A,Wunu Mountain Scenic Attraction,五女山山城风景区,41.32,125.41,CN,China,中国,101070504,Liaoning,辽宁,Benxi,本溪
10109010101A,Yichun Water Park,水上公园,38.07,114.5,CN,China,中国,101090101,Hebei,河北,Shijiazhuang,石家庄
10109010301A,Rong Mansion,荣国府,38.14,114.6,CN,China,中国,101090103,Hebei,河北,Shijiazhuang,石家庄
10109010901A,Qipan Mountain Scenic Attraction,棋盘山自然风景区,37.62,114.1,CN,China,中国,101090109,Hebei,河北,Shijiazhuang,石家庄
10109010902A,Zhangshi Rock Scenic Attraction,嶂石岩风景名胜区,37.45,114,CN,China,中国,101090109,Hebei,河北,Shijiazhuang,石家庄
10109011107A,Tuoliang Scenic Attraction,驼梁景区,38.73,113.8,CN,China,中国,101090111,Hebei,河北,Shijiazhuang,石家庄
10109011108A,Xibaopo Museum,西柏坡纪念馆,38.33,113.9,CN,China,中国,101090111,Hebei,河北,Shijiazhuang,石家庄
10109011801A,Baodu Village Scenic Attraction,抱犊寨风景区,38.09,114.3,CN,China,中国,101090118,Hebei,河北,Shijiazhuang,石家庄
10109020101A,Ancient Lotus Pond,古莲花池,38.85,115.5,CN,China,中国,101090201,Hebei,河北,Baoding,保定
10109020501A,Dashiyu Scenic Attraction,大石峪景区,39.08,114.6,CN,China,中国,101090205,Hebei,河北,Baoding,保定
10109020502A,Memorial Hall of Norman Bethune Dwarkanath Kotnis of Tang County,唐县白求恩柯棣华纪念馆,38.76,115,CN,China,中国,101090205,Hebei,河北,Baoding,保定
10109020503A,Xisheng Gorge Scenic Attraction,西胜沟风景区,38.99,114.9,CN,China,中国,101090205,Hebei,河北,Baoding,保定
10109020901A,Hanging Prairie of Laiyuan County,涞源县空中草原,39.51,114.6,CN,China,中国,101090209,Hebei,河北,Baoding,保定
10109020902A,Xianren Gorge Scenic Attraction,仙人峪风景区,39.3,114.5,CN,China,中国,101090209,Hebei,河北,Baoding,保定
10109021401A,Beiyue Temple,北岳庙,38.62,114.7,CN,China,中国,101090214,Hebei,河北,Baoding,保定
10109021402A,Julong Karst Cave of Ling Mountain,灵山聚龙洞,38.8,114.7,CN,China,中国,101090214,Hebei,河北,Baoding,保定
10109021601A,Manor of the Wang Family in Yaoshan,腰山王氏庄园,38.89,115.2,CN,China,中国,101090216,Hebei,河北,Baoding,保定
10109022401A,Site of Tunnel Warfare in Ranzhuang,冉庄地道战遗址,38.67,115.4,CN,China,中国,101090224,Hebei,河北,Baoding,保定
10109040201A,Temple of City God,城隍庙,40.98,117.9,CN,China,中国,101090402,Hebei,河北,Chengde,承德
10109040202A,Kuixing Pavilion Scenic Attraction,魁星楼景区,40.95,118,CN,China,中国,101090402,Hebei,河北,Chengde,承德
10109040402A,Liuliping National Forest Park,六里坪国家森林公园,40.33,117.6,CN,China,中国,101090404,Hebei,河北,Chengde,承德
10109040403A,Strange Stone Valley Scenic Attraction,奇石谷风景区,40.34,117.6,CN,China,中国,101090404,Hebei,河北,Chengde,承德
10109040501A,Liao River Source National Forest Park,辽河源国家森林公园,41.29,118.43,CN,China,中国,101090405,Hebei,河北,Chengde,承德
10109040502A,Zezhou Garden,泽州园,41,118.68,CN,China,中国,101090405,Hebei,河北,Chengde,承德
10109040801A,White Cloud Cave Scenic Attraction,白云古洞风景区,41.04,116.91,CN,China,中国,101090408,Hebei,河北,Chengde,承德
10109050102A,Tangshan Earthquake Memorial Hall,唐山抗震纪念馆,39.62,118.18,CN,China,中国,101090501,Hebei,河北,Tangshan,唐山
10109050103A,Yandong Ecological Garden,燕东生态园,39.86,118.19,CN,China,中国,101090501,Hebei,河北,Tangshan,唐山
10109051101A,Baiyangyu Great Wall Tourist Attraction,白羊峪长城旅游区,40.19,118.72,CN,China,中国,101090511,Hebei,河北,Tangshan,唐山
10109101602A,Ancient Wudang Mountain Scenic Attraction of Wu’an,武安市古武当山景区,36.95,113.94,CN,China,中国,101091016,Hebei,河北,Handan,邯郸
10109110101A,Fancy Building Park,怪楼奇园,39.82,119.49,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10109110201A,Zu Mountain Scenic Attraction,祖山风景区,40.12,119.49,CN,China,中国,101091102,Hebei,河北,Qinhuangdao,秦皇岛
10109110301A,China International Sandboarding Center,中国国际滑沙活动中心,39.63,119.31,CN,China,中国,101091103,Hebei,河北,Qinhuangdao,秦皇岛
10109110501A,Taolinkou Reservoir Scenic Attraction,桃林口风景区,40.1,119.02,CN,China,中国,101091105,Hebei,河北,Qinhuangdao,秦皇岛
10111010101A,Site of Epang Palace,阿房宫遗址,34.26,108.82,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010102A,Changning Palace Villa,常宁宫休闲山庄,34.1,108.94,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010103A,Daxingshan Temple,大兴善寺,34.22,108.94,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010104A,Fengyu Manor,沣峪荘园,33.89,108.85,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010105A,Guangren Temple,广仁寺,34.27,108.92,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010106A,Lintong Museum,临潼博物馆,34.36,109.21,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010107A,Shaanxi Museum of Natural History,陕西自然博物馆,34.19,108.94,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010115A,Lesser Wild Goose Pagoda,小雁塔,34.23,108.94,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111010401A,Shuilu Temple,水陆庵,34.13,109.41,CN,China,中国,101110104,Shaanxi,陕西,Xian,西安
10111010501A,Heihe National Forest Park,黑河国家森林公园,33.89,108.01,CN,China,中国,101110105,Shaanxi,陕西,Xian,西安
10111010601A,Straw Hut Temple,草堂寺,34.01,108.74,CN,China,中国,101110106,Shaanxi,陕西,Xian,西安
10111010602A,Taiping National Forest Park,太平国家森林公园,33.92,108.66,CN,China,中国,101110106,Shaanxi,陕西,Xian,西安
10112010401A,Jinping Mountain Tourist Resort,锦屏山旅游度假区,36.56,117.5,CN,China,中国,101120104,Shandong,山东,Jinan,济南
10112010402A,Sanwang Valley,三王峪,36.52,117.39,CN,China,中国,101120104,Shandong,山东,Jinan,济南
10112020101A,TV Sightseeing Tower,电视观光塔,35.96,120.19,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020102A,Haier Technology Museum,海尔科技馆,36.1,120.47,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020103A,Lao Mountaiin- Erlong Mountain Scenic Attraction,崂山二龙山风景区,36.24,120.64,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020104A,Rickshaw Boy Literary Museum,骆驼祥子博物馆,36.06,120.33,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020105A,Wuxi Plum Garden and Hengshan Scenic Area,梅园,36.1,120.47,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020106A,Firewood Court,劈柴院,36.07,120.31,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020107A,Century Park of Chengyang,青岛城阳世纪公园,36.28,120.39,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020108A,Qingdao Museum of German Prison Site,青岛德国监狱旧址博物馆,36.06,120.32,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020109A,Plum Blossom Garden of Qingdao,青岛梅园,36.2,120.41,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020110A,Qingdao Beer Street,青岛啤酒街,36.08,120.35,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020111A,Qingdao Forest Wildlife World,青岛森林野生动物世界,35.98,120.05,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020112A,Site of Qingdao Mountain Fort Barbette,青岛山炮台遗址,36.06,120.34,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020113A,Qingdao New World,青岛新天地,36.28,120.39,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020114A,Qingdao Guest House,青岛迎宾馆,36.06,120.33,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020115A,Commerce & Tourism Zone of Shibei District,市北特色商贸旅游区,36.08,120.35,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020116A,Signal Hill Mountain,信号山公园,36.06,120.33,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020117A,Naval Museum of China,中国海军博物馆,36.05,120.32,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020127A,West Gate of Qingdao Underwater World,青鸟岛海底世界西门,36.05,120.33,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020128A,Stone Man Garden,石老人花园,36.09,120.49,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020129A,Zhu Mountain National Forest Park,珠山国家森林公园,35.98,120.06,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10112020401A,Golden Mountain Tourist Resort,金山旅游度假区,36.6,120.76,CN,China,中国,101120204,Shandong,山东,Qingdao,青岛
10112020402A,Hua Mountain Golf Club of Qingdao,青岛华山高尔夫俱乐部,36.56,120.54,CN,China,中国,101120204,Shandong,山东,Qingdao,青岛
10112020403A,Qingdao Vegetable Science and Technology Demonstration Garden,青岛市蔬菜科技示范园,36.37,120.5,CN,China,中国,101120204,Shandong,山东,Qingdao,青岛
10112020404A,Tianheng Island Holiday Resort,田横岛旅游度假区,36.41,120.93,CN,China,中国,101120204,Shandong,山东,Qingdao,青岛
10112020405A,Tiantai Golf Hotel - Natural Seawater Hot Spring,天泰高尔夫乐活酒店-天然海水温泉,36.42,120.65,CN,China,中国,101120204,Shandong,山东,Qingdao,青岛
10112020501A,Ai Mountain Scenic Attraction,艾山景区,36.12,119.94,CN,China,中国,101120205,Shandong,山东,Qingdao,青岛
10112020502A,Sanlihe River Park of Jiaozhou,胶州三里河公园,36.25,120.03,CN,China,中国,101120205,Shandong,山东,Qingdao,青岛
10112020503A,Shaohai Sea Wetland Park,少海湿地公园,36.23,120.08,CN,China,中国,101120205,Shandong,山东,Qingdao,青岛
10112020601A,Dazhu Mountain Scenic Attraction,大珠山风景区,35.79,120,CN,China,中国,101120206,Shandong,山东,Qingdao,青岛
10112020602A,Qingdao Langya Platform Scenic Attraction,青岛琅琊台风景名胜区,35.64,119.9,CN,China,中国,101120206,Shandong,山东,Qingdao,青岛
10112020701A,Moon Lake Park,月湖公园,36.85,120.52,CN,China,中国,101120207,Shandong,山东,Qingdao,青岛
10112020801A,Qingdao Tea Mountain Scenic Attraction,青岛茶山风景区,36.93,119.97,CN,China,中国,101120208,Shandong,山东,Qingdao,青岛
10112030103A,Linzi Museum of Ancient Chinese Vehicles,临淄中国古车博物馆,36.83,118.38,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10112030104A,Ruins of City Walls of Ancient City of Qi State,齐国故城城垣遗址,36.86,118.34,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10112030105A,Yudai Lake Ecological Manor,玉黛湖生态乡村庄园,36.8,118.14,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10112050101A,Kunyu Mountain National Forest Park,昆嵛山国家森林公园,37.28,121.73,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050102A,Mount Taibo Scenic Attraction,泰礴顶景区,37.28,121.73,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050103A,Yantai Golden Beach Holiday Resort,烟台金沙滩旅游度假区,37.57,121.25,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050104A,Yantai Agricultural Science and Technology Expo Park,烟台农业科技博览园,37.48,121.27,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050105A,Ta Mountain Tourist Attraction of Yantai,烟台塔山旅游风景区,37.51,121.4,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050106A,Yantai Sports Park,烟台体育公园,37.46,121.45,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112050201A,Daji Mountain Forest Part,大基山森林公园,37.16,120.04,CN,China,中国,101120502,Shandong,山东,Yantai,烟台
10112050301A,Forest Sea on Feng Mountain,烽山林海,37.89,120.75,CN,China,中国,101120503,Shandong,山东,Yantai,烟台
10112050302A,Jiuzhang Cliff- Crescent Bay Geopark,九丈崖月牙湾地质公园,37.98,120.71,CN,China,中国,101120503,Shandong,山东,Yantai,烟台
10112050601A,Gold,黄金珠宝首饰城,37.36,120.43,CN,China,中国,101120506,Shandong,山东,Yantai,烟台
10112050602A,Luo Mountain National Forest Park of Zhaoyuan,招远罗山国家森林公园,37.45,120.47,CN,China,中国,101120506,Shandong,山东,Yantai,烟台
10112060101A,Fuyan Mountain Tourist Resort,浮烟山休闲旅游度假区,36.64,119,CN,China,中国,101120601,Shandong,山东,Weifang,潍坊
10112060102A,Fuhua Amusement Park,富华游乐园,36.71,119.15,CN,China,中国,101120601,Shandong,山东,Weifang,潍坊
10112060103A,International Kite Museum of Weifang,潍坊世界风筝博物馆,36.7,119.11,CN,China,中国,101120601,Shandong,山东,Weifang,潍坊
10112060401A,Shimenfang Scenic Attraction,石门坊风景名胜区,36.5,118.42,CN,China,中国,101120604,Shandong,山东,Weifang,潍坊
10112060402A,Laolong Bay Scenic Attraction of Linqu,潍坊临朐老龙湾风景区,36.41,118.5,CN,China,中国,101120604,Shandong,山东,Weifang,潍坊
10112060403A,Yi Mountain National Forest Park,沂山国家森林公园,36.22,118.62,CN,China,中国,101120604,Shandong,山东,Weifang,潍坊
10112060501A,Gem City of China,中国宝石城,36.72,118.85,CN,China,中国,101120605,Shandong,山东,Weifang,潍坊
10112060601A,Convention and Exhibition Center of Green Seedlings Expo Park,绿博园会展中心,36.8,119.46,CN,China,中国,101120606,Shandong,山东,Weifang,潍坊
10112060701A,Qingyun Lake Leisure Park,青云湖休闲度假乐园,36.46,119.22,CN,China,中国,101120607,Shandong,山东,Weifang,潍坊
10112071001A,Shimen Mountain Forest Park,石门山森林公园,35.78,117.12,CN,China,中国,101120710,Shandong,山东,Jining,济宁
10112071101A,Zoucheng Museum,邹城博物馆,35.38,116.97,CN,China,中国,101120711,Shandong,山东,Jining,济宁
10112090101A,Northern Mid-Lake Island of Binhe Scenic Attraction of Linyi,临沂滨河景区北湖心岛,35.05,118.37,CN,China,中国,101120901,Shandong,山东,Linyi,临沂
10112090102A,Shengneng Amusement Park,盛能游乐园,35,118.32,CN,China,中国,101120901,Shandong,山东,Linyi,临沂
10112090103A,Former Residence of Wang Xizhi,王羲之故居,35.07,118.34,CN,China,中国,101120901,Shandong,山东,Linyi,临沂
10112090104A,Museum of Han Dynasty Tombs and Bamboo Slips at Yinque Mountain,银雀山汉墓竹简博物馆,35.05,118.34,CN,China,中国,101120901,Shandong,山东,Linyi,临沂
10112090202A,Tianma Island Tourist Attraction,天马岛旅游区,35.32,118.85,CN,China,中国,101120902,Shandong,山东,Linyi,临沂
10112090301A,Fulai Mountain Scenic Attraction of Ju County,莒县浮来山景区,35.59,118.73,CN,China,中国,101120903,Shandong,山东,Linyi,临沂
10112090302A,Tourist Attraction of Zhu Geliang Culture,诸葛亮文化旅游区,35.55,118.44,CN,China,中国,101120903,Shandong,山东,Linyi,临沂
