POI-Air-Monitoring-Station-List-latest v2.0 update by 2020-06-03,,,,,,,,,,,,,,
POI_ID,POI_Name,POI_Latitude,POI_Longitude,POI_Type,Country_code,Country_EN,Country_CN,Location_ID,Location_Name_EN,Location_Name_CN,Adm2_EN,Adm2_CN,Adm1_EN,Adm1_CN
CNA1939,日报社,34.5004,109.5049,AirMonitoringStation,CN,China,中国,101110103,Lintong,临潼,Weinan,西安市,Shaanxi,陕西省
CNA1940,体育馆,34.493,109.4636,AirMonitoringStation,CN,China,中国,101110512,Linwei,临渭,Weinan,渭南市,Shaanxi,陕西省
CNA1941,高新一小,34.5021,109.4266,AirMonitoringStation,CN,China,中国,101110103,Lintong,临潼,Weinan,西安市,Shaanxi,陕西省
CNA1943,新川苑,38.5339,102.1725,AirMonitoringStation,CN,China,中国,101160603,Jinchuan,金川,Jinchang,金昌市,Gansu,甘肃省
CNA1944,公司二招,38.5061,102.1708,AirMonitoringStation,CN,China,中国,101160602,Yongchang,永昌,Jinchang,金昌市,Gansu,甘肃省
CNA1945,气象局,39.7711,98.2908,AirMonitoringStation,CN,China,中国,101161401,Jiayuguan,嘉峪关,Jiayuguan,嘉峪关市,Gansu,甘肃省
CNA1947,沙湖旅游区,38.817,106.3394,AirMonitoringStation,CN,China,中国,101170104,Helan,贺兰,Shizuishan,银川市,Ningxia,宁夏回族自治区
CNA1948,大武口黄河东街,39.0153,106.3717,AirMonitoringStation,CN,China,中国,101170202,Huinong,惠农,Shizuishan,石嘴山市,Ningxia,宁夏回族自治区
CNA1949,惠农南大街,39.2282,106.7704,AirMonitoringStation,CN,China,中国,101170202,Huinong,惠农,Shizuishan,石嘴山市,Ningxia,宁夏回族自治区
CNA1950,红果子镇惠新街,39.1292,106.7096,AirMonitoringStation,CN,China,中国,101170202,Huinong,惠农,Shizuishan,石嘴山市,Ningxia,宁夏回族自治区
CNA1951,长征新村,45.6033,84.8861,AirMonitoringStation,CN,China,中国,101130201,Kelamayi,克拉玛依,Kelamayi,克拉玛依市,Xinjiang,新疆维吾尔自治区
CNA1952,南林小区,45.5828,84.8897,AirMonitoringStation,CN,China,中国,101131105,Tuoli,托里,Kelamayi,塔城地区,Xinjiang,新疆维吾尔自治区
CNA1953,白碱滩区,45.6886,85.1186,AirMonitoringStation,CN,China,中国,101130203,Baijiantan,白碱滩,Kelamayi,克拉玛依市,Xinjiang,新疆维吾尔自治区
CNA1954,独山子区,44.3336,84.8983,AirMonitoringStation,CN,China,中国,101131011,Kuitunshi,奎屯,Kelamayi,伊犁哈萨克自治州,Xinjiang,新疆维吾尔自治区
CNA1955,乌尔禾区商贸楼,46.0872,85.6931,AirMonitoringStation,CN,China,中国,101130202,Wuerhe,乌尔禾,Kelamayi,克拉玛依市,Xinjiang,新疆维吾尔自治区
CNA1956,孔雀公园,41.7511,86.1461,AirMonitoringStation,CN,China,中国,101131901,Tiemenguan,铁门关,Bayinguoleng,铁门关市,Xinjiang,新疆维吾尔自治区
CNA1957,棉纺厂,41.7192,86.2022,AirMonitoringStation,CN,China,中国,101130601,Kuerle,库尔勒,Bayinguoleng,巴音郭楞蒙古自治州,Xinjiang,新疆维吾尔自治区
CNA1958,经济开发区,41.7128,86.2381,AirMonitoringStation,CN,China,中国,101130601,Kuerle,库尔勒,Bayinguoleng,巴音郭楞蒙古自治州,Xinjiang,新疆维吾尔自治区
CNA1959,监测站,36.881,118.746,AirMonitoringStation,CN,China,中国,101120603,Shouguang,寿光,Shouguang,潍坊市,Shandong,山东省
CNA1960,世纪学校,36.864,118.78,AirMonitoringStation,CN,China,中国,101120605,Changle,昌乐,Shouguang,潍坊市,Shandong,山东省
CNA1961,东山小学,36.6869,117.5373,AirMonitoringStation,CN,China,中国,101120104,Zhangqiu,章丘,Jinan,济南市,Shandong,山东省
CNA1962,明水开发区,36.71,117.541,AirMonitoringStation,CN,China,中国,101120104,Zhangqiu,章丘,Jinan,济南市,Shandong,山东省
CNA1963,环保局子站,36.44,120.61,AirMonitoringStation,CN,China,中国,101120204,Jimo,即墨,Qingdao,青岛市,Shandong,山东省
CNA1964,开发区子站,36.39,120.47,AirMonitoringStation,CN,China,中国,101120204,Jimo,即墨,Qingdao,青岛市,Shandong,山东省
CNA1965,JN子站,35.878,120.005,AirMonitoringStation,CN,China,中国,101120206,Huangdao,黄岛,Qingdao,青岛市,Shandong,山东省
CNA1966,2号子站,35.872,120.039,AirMonitoringStation,CN,China,中国,101120206,Huangdao,黄岛,Qingdao,青岛市,Shandong,山东省
CNA1967,胶州环保局,36.283,120.008,AirMonitoringStation,CN,China,中国,101120205,Jiaozhou,胶州,Jiaozhou,青岛市,Shandong,山东省
CNA1968,胶州一中,36.253,120.014,AirMonitoringStation,CN,China,中国,101120205,Jiaozhou,胶州,Jiaozhou,青岛市,Shandong,山东省
CNA1969,环保局子站,36.865,120.537,AirMonitoringStation,CN,China,中国,101120207,Laixi,莱西,Laixi,青岛市,Shandong,山东省
CNA1970,人民广场子站,36.885,120.515,AirMonitoringStation,CN,China,中国,101120207,Laixi,莱西,Laixi,青岛市,Shandong,山东省
CNA1971,1号,36.792,119.952,AirMonitoringStation,CN,China,中国,101120208,Pingdu,平度,Pingdu,青岛市,Shandong,山东省
CNA1972,2号,36.799,119.976,AirMonitoringStation,CN,China,中国,101120208,Pingdu,平度,Pingdu,青岛市,Shandong,山东省
CNA1973,蓬莱环保局,37.825,120.747,AirMonitoringStation,CN,China,中国,101120504,Penglai,蓬莱,Penglai,烟台市,Shandong,山东省
CNA1974,蓬莱博物馆,37.809,120.773,AirMonitoringStation,CN,China,中国,101120504,Penglai,蓬莱,Penglai,烟台市,Shandong,山东省
CNA1975,招远环保局,37.374,120.399,AirMonitoringStation,CN,China,中国,101120506,Zhaoyuan,招远,Zhaoyuan,烟台市,Shandong,山东省
CNA1976,招远教育局,37.364,120.394,AirMonitoringStation,CN,China,中国,101120506,Zhaoyuan,招远,Zhaoyuan,烟台市,Shandong,山东省
CNA1977,莱州环保局,37.177,119.941,AirMonitoringStation,CN,China,中国,101120502,Laizhou,莱州,Laizhou,烟台市,Shandong,山东省
CNA1978,莱州外经委,37.18,119.959,AirMonitoringStation,CN,China,中国,101120502,Laizhou,莱州,Laizhou,烟台市,Shandong,山东省
CNA1979,荣成市环保局办公楼,37.154,122.471,AirMonitoringStation,CN,China,中国,101121303,Rongcheng,荣成,Rongcheng,威海市,Shandong,山东省
CNA1980,山东成山轮胎公司,37.161,122.41,AirMonitoringStation,CN,China,中国,101121303,Rongcheng,荣成,Rongcheng,威海市,Shandong,山东省
CNA1981,文登市环保局,37.197,122.038,AirMonitoringStation,CN,China,中国,101121302,Wendeng,文登,Weihai,威海市,Shandong,山东省
CNA1982,文登市丝绸公司,37.187,122.019,AirMonitoringStation,CN,China,中国,101121302,Wendeng,文登,Weihai,威海市,Shandong,山东省
CNA1983,乳山市环保局,36.913,121.531,AirMonitoringStation,CN,China,中国,101121304,Rushan,乳山,Rushan,威海市,Shandong,山东省
CNA1984,乳山市气象局,36.907,121.544,AirMonitoringStation,CN,China,中国,101121304,Rushan,乳山,Rushan,威海市,Shandong,山东省
CNA1985,吴江市环保局,31.155,120.636,AirMonitoringStation,CN,China,中国,101190405,Wuzhong,吴中,Suzhou,苏州市,Jiangsu,江苏省
CNA1986,教师进修学校,31.17,120.635,AirMonitoringStation,CN,China,中国,101190407,Wujiang,吴江,Suzhou,苏州市,Jiangsu,江苏省
CNA1987,吴江开发区,31.172,120.658,AirMonitoringStation,CN,China,中国,101190407,Wujiang,吴江,Suzhou,苏州市,Jiangsu,江苏省
CNA1988,昆山实验小学,31.388,120.953,AirMonitoringStation,CN,China,中国,101190404,Kunshan,昆山,Kunshan,苏州市,Jiangsu,江苏省
CNA1989,震川中学,31.381,120.999,AirMonitoringStation,CN,China,中国,101190404,Kunshan,昆山,Kunshan,苏州市,Jiangsu,江苏省
CNA1990,海虞子站,31.67,120.758,AirMonitoringStation,CN,China,中国,101190402,Changshu,常熟,Changshu,苏州市,Jiangsu,江苏省
CNA1991,兴福子站,31.671,120.721,AirMonitoringStation,CN,China,中国,101190402,Changshu,常熟,Changshu,苏州市,Jiangsu,江苏省
CNA1992,菱塘子站,31.656,120.734,AirMonitoringStation,CN,China,中国,101190402,Changshu,常熟,Changshu,苏州市,Jiangsu,江苏省
CNA1993,张家港市监测站,31.874,120.526,AirMonitoringStation,CN,China,中国,101190403,Zhangjiagang,张家港,Zhangjiagang,苏州市,Jiangsu,江苏省
CNA1994,城北小学,31.882,120.55,AirMonitoringStation,CN,China,中国,101190403,Zhangjiagang,张家港,Zhangjiagang,苏州市,Jiangsu,江苏省
CNA1995,太仓市监测站,31.453,121.115,AirMonitoringStation,CN,China,中国,101190404,Kunshan,昆山,Taicang,苏州市,Jiangsu,江苏省
CNA1996,科教新城实小,31.422,121.14,AirMonitoringStation,CN,China,中国,101190408,Taicang,太仓,Taicang,苏州市,Jiangsu,江苏省
CNA1997,消防指挥中心,31.955,119.146,AirMonitoringStation,CN,China,中国,101190304,Jurong,句容,Jurong,镇江市,Jiangsu,江苏省
CNA1998,房家坝,31.955,119.18,AirMonitoringStation,CN,China,中国,101190304,Jurong,句容,Jurong,镇江市,Jiangsu,江苏省
CNA1999,虹桥邮政,31.92,120.268,AirMonitoringStation,CN,China,中国,101190202,Jiangyin,江阴,Jiangyin,无锡市,Jiangsu,江苏省
CNA2000,五星公园,31.909,120.237,AirMonitoringStation,CN,China,中国,101190202,Jiangyin,江阴,Jiangyin,无锡市,Jiangsu,江苏省
CNA2001,第二实验小学,31.92,120.302,AirMonitoringStation,CN,China,中国,101191205,Jingjiang,靖江,Jiangyin,泰州市,Jiangsu,江苏省
CNA2002,宜兴市环保局,31.354,119.818,AirMonitoringStation,CN,China,中国,101190203,Yixing,宜兴,Yixing,无锡市,Jiangsu,江苏省
CNA2003,宜园,31.371,119.794,AirMonitoringStation,CN,China,中国,101190203,Yixing,宜兴,Yixing,无锡市,Jiangsu,江苏省
CNA2004,金坛市环境监测站,31.751,119.579,AirMonitoringStation,CN,China,中国,101191103,Jintan,金坛,Changzhou,常州市,Jiangsu,江苏省
CNA2005,金坛市自来水公司,31.737,119.579,AirMonitoringStation,CN,China,中国,101191103,Jintan,金坛,Changzhou,常州市,Jiangsu,江苏省
CNA2006,溧阳市东门子站,31.4,119.46,AirMonitoringStation,CN,China,中国,101191102,Liyang,溧阳,Liyang,常州市,Jiangsu,江苏省
CNA2007,燕山子站,31.317,119.438,AirMonitoringStation,CN,China,中国,101191102,Liyang,溧阳,Liyang,常州市,Jiangsu,江苏省
CNA2008,海门市监测站,31.896,121.173,AirMonitoringStation,CN,China,中国,101190508,Haimen,海门,Haimen,南通市,Jiangsu,江苏省
CNA2009,社会福利院,31.89708,121.1518,AirMonitoringStation,CN,China,中国,101190508,Haimen,海门,Haimen,南通市,Jiangsu,江苏省
CNA2010,市政府,30.2366,119.7183,AirMonitoringStation,CN,China,中国,101210106,Yuhang,余杭,Hangzhou,杭州市,Zhejiang,浙江省
CNA2011,四中,30.2311,119.6942,AirMonitoringStation,CN,China,中国,101210107,Linan,临安,Hangzhou,杭州市,Zhejiang,浙江省
CNA2012,监测站,30.054,119.954,AirMonitoringStation,CN,China,中国,101210108,Fuyang,富阳,Hangzhou,杭州市,Zhejiang,浙江省
CNA2013,富春二小,30.049,119.946,AirMonitoringStation,CN,China,中国,101210108,Fuyang,富阳,Hangzhou,杭州市,Zhejiang,浙江省
CNA2014,江东,29.305,120.091,AirMonitoringStation,CN,China,中国,101210904,Yiwu,义乌,Yiwu,金华市,Zhejiang,浙江省
CNA2015,北苑,29.334,120.04,AirMonitoringStation,CN,China,中国,101210904,Yiwu,义乌,Yiwu,金华市,Zhejiang,浙江省
CNA2016,图书馆,29.719,120.251,AirMonitoringStation,CN,China,中国,101210502,Zhuji,诸暨,Zhuji,绍兴市,Zhejiang,浙江省
CNA2017,富林印务,29.732,120.209,AirMonitoringStation,CN,China,中国,101210108,Fuyang,富阳,Zhuji,杭州市,Zhejiang,浙江省
CNA2018,抱龙山庄,39.625,121.989,AirMonitoringStation,CN,China,中国,101070204,Pulandian,普兰店,Wafangdian,大连市,Liaoning,辽宁省
CNA2019,东山公园,39.617,122.011,AirMonitoringStation,CN,China,中国,101070204,Pulandian,普兰店,Wafangdian,大连市,Liaoning,辽宁省
CNA2031,云田中学,27.9958,113.1817,AirMonitoringStation,CN,China,中国,101250308,Shifeng,石峰,Zhuzhou,株洲市,Hunan,湖南省
CNA2054,平桥分局,32.1078,114.1044,AirMonitoringStation,CN,China,中国,101180610,Shihe,浉河,Xinyang,信阳市,Henan,河南省
CNA2064,南湾水厂,32.1403,114.0122,AirMonitoringStation,CN,China,中国,101180610,Shihe,浉河,Xinyang,信阳市,Henan,河南省
CNA2065,市酿酒公司,32.1342,114.0681,AirMonitoringStation,CN,China,中国,101180610,Shihe,浉河,Xinyang,信阳市,Henan,河南省
CNA2066,审计局,32.1383,114.0614,AirMonitoringStation,CN,China,中国,101180610,Shihe,浉河,Xinyang,信阳市,Henan,河南省
CNA2067,市环境监测站,33.6128,114.6613,AirMonitoringStation,CN,China,中国,101181411,Chuanhui,川汇,Zhoukou,周口市,Henan,河南省
CNA2068,周口师范,33.6347,114.6758,AirMonitoringStation,CN,China,中国,101181411,Chuanhui,川汇,Zhoukou,周口市,Henan,河南省
CNA2069,市运管处,33.5979,114.6546,AirMonitoringStation,CN,China,中国,101181411,Chuanhui,川汇,Zhoukou,周口市,Henan,河南省
CNA2070,川汇区环保局,33.6406,114.6369,AirMonitoringStation,CN,China,中国,101181411,Chuanhui,川汇,Zhoukou,周口市,Henan,河南省
CNA2075,九湖(对照点),24.4674,117.6336,AirMonitoringStation,CN,China,中国,101230605,Longhai,龙海,Zhangzhou,漳州市,Fujian,福建省
CNA2160,自来水公司,35.5051,112.85,AirMonitoringStation,CN,China,中国,101100601,Jincheng,晋城,Jincheng,晋城市,Shanxi,山西省
CNA2161,白云商贸,35.4934,112.835,AirMonitoringStation,CN,China,中国,101100601,Jincheng,晋城,Jincheng,晋城市,Shanxi,山西省
CNA2162,市环保局,35.4883,112.8564,AirMonitoringStation,CN,China,中国,101100601,Jincheng,晋城,Jincheng,晋城市,Shanxi,山西省
CNA2163,技术学院,35.4894,112.8664,AirMonitoringStation,CN,China,中国,101100601,Jincheng,晋城,Jincheng,晋城市,Shanxi,山西省
CNA2164,泽州一中,35.4813,112.8252,AirMonitoringStation,CN,China,中国,101100606,Zezhou,泽州,Jincheng,晋城市,Shanxi,山西省
CNA2165,白马寺,35.546,112.8453,AirMonitoringStation,CN,China,中国,101100606,Zezhou,泽州,Jincheng,晋城市,Shanxi,山西省
CNA2166,平朔,39.3514,112.44,AirMonitoringStation,CN,China,中国,101100907,Shuocheng,朔城,Shuozhou,朔州市,Shanxi,山西省
CNA2167,朔唯,39.3606,112.4549,AirMonitoringStation,CN,China,中国,101100907,Shuocheng,朔城,Shuozhou,朔州市,Shanxi,山西省
CNA2168,区政府,39.3179,112.4254,AirMonitoringStation,CN,China,中国,101100907,Shuocheng,朔城,Shuozhou,朔州市,Shanxi,山西省
CNA2169,市环保局,39.3265,112.4078,AirMonitoringStation,CN,China,中国,101100907,Shuocheng,朔城,Shuozhou,朔州市,Shanxi,山西省
CNA2170,市二中,39.3673,112.4279,AirMonitoringStation,CN,China,中国,101100907,Shuocheng,朔城,Shuozhou,朔州市,Shanxi,山西省
CNA2171,锦纶小区,37.7019,112.7549,AirMonitoringStation,CN,China,中国,101100402,Yuci,榆次,Jinzhong,晋中市,Shanxi,山西省
CNA2173,南都小区,37.7111,112.7306,AirMonitoringStation,CN,China,中国,101100402,Yuci,榆次,Jinzhong,晋中市,Shanxi,山西省
CNA2174,榆次区政府,37.7087,112.7105,AirMonitoringStation,CN,China,中国,101100402,Yuci,榆次,Jinzhong,晋中市,Shanxi,山西省
CNA2175,运城中学,35.0147,110.9956,AirMonitoringStation,CN,China,中国,101100814,Yanhu,盐湖,Yuncheng,运城市,Shanxi,山西省
CNA2176,禹都开发区,35.0611,111.0233,AirMonitoringStation,CN,China,中国,101100812,Xiaxian,夏县,Yuncheng,运城市,Shanxi,山西省
CNA2178,地区技校,35.0308,110.9678,AirMonitoringStation,CN,China,中国,101100814,Yanhu,盐湖,Yuncheng,运城市,Shanxi,山西省
CNA2179,空港新区,35.1147,111.0414,AirMonitoringStation,CN,China,中国,101100814,Yanhu,盐湖,Yuncheng,运城市,Shanxi,山西省
CNA2181,开发区,38.4519,112.7383,AirMonitoringStation,CN,China,中国,101101016,Xinfu,忻府,Xinzhou,忻州市,Shanxi,山西省
CNA2182,会展中心,38.4928,112.7003,AirMonitoringStation,CN,China,中国,101101016,Xinfu,忻府,Xinzhou,忻州市,Shanxi,山西省
CNA2183,环保局,37.5211,111.1406,AirMonitoringStation,CN,China,中国,101101101,Lishi,离石,Lvliang,吕梁市,Shanxi,山西省
CNA2185,自来水公司,37.5136,111.1297,AirMonitoringStation,CN,China,中国,101101101,Lishi,离石,Lvliang,吕梁市,Shanxi,山西省
CNA2186,聚英学校,39.6719,106.8219,AirMonitoringStation,CN,China,中国,101080302,Haibowan,海勃湾,Wuhai,乌海市,Neimenggu,内蒙古自治区
CNA2187,市林业局,39.6969,106.8089,AirMonitoringStation,CN,China,中国,101080302,Haibowan,海勃湾,Wuhai,乌海市,Neimenggu,内蒙古自治区
CNA2188,中海勃湾学校,39.6572,106.7931,AirMonitoringStation,CN,China,中国,101080302,Haibowan,海勃湾,Wuhai,乌海市,Neimenggu,内蒙古自治区
CNA2191,艺术职业学校,43.6801,122.2532,AirMonitoringStation,CN,China,中国,101080510,Keerqin,科尔沁,Tongliao,通辽市,Neimenggu,内蒙古自治区
CNA2192,区环保局,49.2261,119.7594,AirMonitoringStation,CN,China,中国,101081001,Hailaer,海拉尔,Hulunbeier,呼伦贝尔市,Namenggu,内蒙古自治区
CNA2194,秋林养殖基地,40.916,107.5936,AirMonitoringStation,CN,China,中国,101080801,Linhe,临河,Bayannaoer,巴彦淖尔市,Namenggu,内蒙古自治区
CNA2195,附中,40.7608,107.4211,AirMonitoringStation,CN,China,中国,101080801,Linhe,临河,Bayannaoer,巴彦淖尔市,Namenggu,内蒙古自治区
CNA2196,市环保大楼,40.7378,107.3715,AirMonitoringStation,CN,China,中国,101080801,Linhe,临河,Bayannaoer,巴彦淖尔市,Namenggu,内蒙古自治区
CNA2197,集宁新区,40.9923,113.1306,AirMonitoringStation,CN,China,中国,101080401,Jining,集宁,Wulanchabu,乌兰察布市,Namenggu,内蒙古自治区
CNA2200,胜华新制药厂,46.0656,122.0392,AirMonitoringStation,CN,China,中国,101081101,Wulanhaote,乌兰浩特,Xinganmeng,兴安盟,Namenggu,内蒙古自治区
CNA2201,科右前旗环保局,46.07406,121.9504,AirMonitoringStation,CN,China,中国,101081109,Keyouqianqi,科右前旗,Xinganmeng,兴安盟,Namenggu,内蒙古自治区
CNA2202,市环保监测站,43.9317,116.1042,AirMonitoringStation,CN,China,中国,101080901,Xilinhaote,锡林浩特,Xilinguole,锡林郭勒盟,Namenggu,内蒙古自治区
CNA2203,市政府,43.9311,116.0781,AirMonitoringStation,CN,China,中国,101080901,Xilinhaote,锡林浩特,Xilinguole,锡林郭勒盟,Namenggu,内蒙古自治区
CNA2204,体育场,38.8343,105.6775,AirMonitoringStation,CN,China,中国,101170104,Helan,贺兰,Alashanmeng,银川市,Namenggu,宁夏回族自治区
CNA2205,盟环保楼,38.843,105.6975,AirMonitoringStation,CN,China,中国,101170104,Helan,贺兰,Alashanmeng,银川市,Namenggu,宁夏回族自治区
CNA2206,环保局新楼,38.8516,105.724,AirMonitoringStation,CN,China,中国,101170104,Helan,贺兰,Alashanmeng,银川市,Namenggu,宁夏回族自治区
CNA2207,工业园区,41.9967,121.6178,AirMonitoringStation,CN,China,中国,101070907,Xihe,细河,Fuxin,阜新市,Liaoning,辽宁省
CNA2208,长青街,42.0186,121.6561,AirMonitoringStation,CN,China,中国,101070903,Haizhou,海州,Fuxin,阜新市,Liaoning,辽宁省
CNA2209,农业园区,42.0503,121.6972,AirMonitoringStation,CN,China,中国,101070907,Xihe,细河,Fuxin,阜新市,Liaoning,辽宁省
CNA2210,东苑,42.0228,121.6722,AirMonitoringStation,CN,China,中国,101070907,Xihe,细河,Fuxin,阜新市,Liaoning,辽宁省
CNA2211,玉龙新城,42.0486,121.6592,AirMonitoringStation,CN,China,中国,101070907,Xihe,细河,Fuxin,阜新市,Liaoning,辽宁省
CNA2212,宏伟区,41.1953,123.2,AirMonitoringStation,CN,China,中国,101071007,Hongwei,宏伟,Liaoyang,辽阳市,Liaoning,辽宁省
CNA2213,新华园,41.2553,123.15,AirMonitoringStation,CN,China,中国,101071008,Taizihe,太子河,Liaoyang,辽阳市,Liaoning,辽宁省
CNA2214,滨河路,41.2736,123.1761,AirMonitoringStation,CN,China,中国,101071005,Baita,白塔,Liaoyang,辽阳市,Liaoning,辽宁省
CNA2215,铁西工业园,41.2894,123.1417,AirMonitoringStation,CN,China,中国,101071008,Taizihe,太子河,Liaoyang,辽阳市,Liaoning,辽宁省
CNA2216,汇工街西,42.3022,123.8139,AirMonitoringStation,CN,China,中国,101071106,Yinzhou,银州,Tieling,铁岭市,Liaoning,辽宁省
CNA2217,水上乐园,42.292,123.8469,AirMonitoringStation,CN,China,中国,101071106,Yinzhou,银州,Tieling,铁岭市,Liaoning,辽宁省
CNA2218,银州路东段,42.2864,123.8489,AirMonitoringStation,CN,China,中国,101071106,Yinzhou,银州,Tieling,铁岭市,Liaoning,辽宁省
CNA2219,金沙江路北,42.2217,123.7153,AirMonitoringStation,CN,China,中国,101071101,Tieling,铁岭,Tieling,铁岭市,Liaoning,辽宁省
CNA2220,西梁,41.5931,120.4439,AirMonitoringStation,CN,China,中国,101071202,Shuangta,双塔,Chaoyang,朝阳市,Liaoning,辽宁省
CNA2221,河畔小区,41.5672,120.4486,AirMonitoringStation,CN,China,中国,101071202,Shuangta,双塔,Chaoyang,朝阳市,Liaoning,辽宁省
CNA2222,八里堡,41.5647,120.4247,AirMonitoringStation,CN,China,中国,101071202,Shuangta,双塔,Chaoyang,朝阳市,Liaoning,辽宁省
CNA2223,农业园区,41.615,120.3939,AirMonitoringStation,CN,China,中国,101071202,Shuangta,双塔,Chaoyang,朝阳市,Liaoning,辽宁省
CNA2225,一商场,43.1594,124.3711,AirMonitoringStation,CN,China,中国,101060407,Tiedong,铁东,Siping,四平市,Jilin,吉林省
CNA2226,境园,43.1847,124.3897,AirMonitoringStation,CN,China,中国,101060407,Tiedong,铁东,Siping,四平市,Jilin,吉林省
CNA2227,环保局,42.8947,125.1358,AirMonitoringStation,CN,China,中国,101060705,Xian,西安,Liaoyuan,辽源市,Jilin,吉林省
CNA2229,光明,41.7156,125.9361,AirMonitoringStation,CN,China,中国,101060507,Dongchang,东昌,Tonghua,通化市,Jilin,吉林省
CNA2230,铁路,41.7381,125.9486,AirMonitoringStation,CN,China,中国,101060507,Dongchang,东昌,Tonghua,通化市,Jilin,吉林省
CNA2231,喜丰,41.9206,126.4047,AirMonitoringStation,CN,China,中国,101060908,Hunjiang,浑江,Baishan,白山市,Jilin,吉林省
CNA2232,环保局,41.9419,126.4078,AirMonitoringStation,CN,China,中国,101060908,Hunjiang,浑江,Baishan,白山市,Jilin,吉林省
CNA2233,江南,45.0878,124.8292,AirMonitoringStation,CN,China,中国,101060806,Ningjiang,宁江,Songyuan,松原市,Jilin,吉林省
CNA2234,江北,45.1642,124.8528,AirMonitoringStation,CN,China,中国,101060806,Ningjiang,宁江,Songyuan,松原市,Jilin,吉林省
CNA2235,洮北区环保局,45.6289,122.8444,AirMonitoringStation,CN,China,中国,101081101,Wulanhaote,乌兰浩特,Baicheng,兴安盟,Jilin,内蒙古自治区
CNA2236,市环保局,45.6175,122.8211,AirMonitoringStation,CN,China,中国,101081101,Wulanhaote,乌兰浩特,Baicheng,兴安盟,Jilin,内蒙古自治区
CNA2237,妇幼医院,42.8939,129.4892,AirMonitoringStation,CN,China,中国,101060301,Yanji,延吉,Yanbian,延边朝鲜族自治州,Jilin,吉林省
CNA2238,延边医院,42.9061,129.5042,AirMonitoringStation,CN,China,中国,101060301,Yanji,延吉,Yanbian,延边朝鲜族自治州,Jilin,吉林省
CNA2239,朝阳川镇医院,42.8775,129.3675,AirMonitoringStation,CN,China,中国,101060307,Longjing,龙井,Yanbian,延边朝鲜族自治州,Jilin,吉林省
CNA2240,环保局,45.2924,130.962,AirMonitoringStation,CN,China,中国,101051109,Chengzihe,城子河,Jixi,鸡西市,Heilongjiang,黑龙江省
CNA2243,气象局(对照点),45.2978,130.9298,AirMonitoringStation,CN,China,中国,101051105,Jiguan,鸡冠,Jixi,鸡西市,Heilongjiang,黑龙江省
CNA2244,哈啤分公司,47.3349,130.2659,AirMonitoringStation,CN,China,中国,101051208,Dongshan,东山,Hegang,鹤岗市,Heilongjiang,黑龙江省
CNA2245,斯达机电,47.2753,130.261,AirMonitoringStation,CN,China,中国,101051206,Nanshan,南山,Hegang,鹤岗市,Heilongjiang,黑龙江省
CNA2246,东山纸板厂,47.3489,130.3172,AirMonitoringStation,CN,China,中国,101051208,Dongshan,东山,Hegang,鹤岗市,Heilongjiang,黑龙江省
CNA2247,五号水库,47.3382,130.1097,AirMonitoringStation,CN,China,中国,101051208,Dongshan,东山,Hegang,鹤岗市,Heilongjiang,黑龙江省
CNA2248,双合村,46.6572,131.1638,AirMonitoringStation,CN,China,中国,101051306,Jianshan,尖山,Shuangyashan,双鸭山市,Heilongjiang,黑龙江省
CNA2249,南小市,46.619,131.1651,AirMonitoringStation,CN,China,中国,101051307,Lingdong,岭东,Shuangyashan,双鸭山市,Heilongjiang,黑龙江省
CNA2250,环保局,46.6462,131.1516,AirMonitoringStation,CN,China,中国,101051306,Jianshan,尖山,Shuangyashan,双鸭山市,Heilongjiang,黑龙江省
CNA2251,苗圃,46.5888,131.1572,AirMonitoringStation,CN,China,中国,101051307,Lingdong,岭东,Shuangyashan,双鸭山市,Heilongjiang,黑龙江省
CNA2252,中心医院,47.7222,128.8736,AirMonitoringStation,CN,China,中国,101050801,Yichun,伊春,Yichun,伊春市,Heilongjiang,黑龙江省
CNA2253,林管局,47.7317,128.9094,AirMonitoringStation,CN,China,中国,101050801,Yichun,伊春,Yichun,伊春市,Heilongjiang,黑龙江省
CNA2254,汤旺河国家公园,48.4658,129.4942,AirMonitoringStation,CN,China,中国,101050814,Tangwanghe,汤旺河,Yichun,伊春市,Heilongjiang,黑龙江省
CNA2255,佳纺,46.8025,130.2719,AirMonitoringStation,CN,China,中国,101050408,Xiangyang,向阳,Jiamusi,佳木斯市,Heilongjiang,黑龙江省
CNA2256,发电厂,46.8267,130.3961,AirMonitoringStation,CN,China,中国,101050408,Xiangyang,向阳,Jiamusi,佳木斯市,Heilongjiang,黑龙江省
CNA2257,环保局,46.7975,130.3258,AirMonitoringStation,CN,China,中国,101050408,Xiangyang,向阳,Jiamusi,佳木斯市,Heilongjiang,黑龙江省
CNA2258,十一中,46.8032,130.3648,AirMonitoringStation,CN,China,中国,101050408,Xiangyang,向阳,Jiamusi,佳木斯市,Heilongjiang,黑龙江省
CNA2259,四丰,46.7588,130.3794,AirMonitoringStation,CN,China,中国,101050411,Jiaoqu,郊区,Jiamusi,佳木斯市,Heilongjiang,黑龙江省
CNA2260,环保局,45.7677,131.0032,AirMonitoringStation,CN,China,中国,101051004,Taoshan,桃山,Qitaihe,七台河市,Heilongjiang,黑龙江省
CNA2262,葫头沟(对照点),45.8309,130.9467,AirMonitoringStation,CN,China,中国,101051001,Xinxing,新兴,Qitaihe,七台河市,Heilongjiang,黑龙江省
